1000000,13,30,174
1000000,13,40,176
1000000,13,50,177
1000000,13,60,178
1000000,13,70,178
1000000,13,80,178
1000000,13,90,178
1000000,13,100,173
1000000,15,10,176
1000000,15,20,174
1000000,15,30,175
1000000,15,40,176
1000000,15,50,174
1000000,15,60,180
1000000,15,70,175
1000000,15,80,178
1000000,15,90,178
1000000,15,100,173
1000000,17,10,176
1000000,17,20,175
1000000,17,30,175
1000000,17,40,176
1000000,17,50,176
1000000,17,60,176
1000000,17,70,175
1000000,17,80,178
1000000,17,90,177
1000000,17,100,178
1000000,19,10,177
1000000,19,20,176
1000000,19,30,176
1000000,19,40,175
1000000,19,50,176
1000000,19,60,175
1000000,19,70,179
1000000,19,80,176
1000000,19,90,176
1000000,19,100,176
1000000,21,10,172
1000000,21,20,176
1000000,21,30,174
1000000,21,40,177
1000000,21,50,175
1000000,21,60,177
1000000,21,70,176
1000000,21,80,177
1000000,21,90,178
1000000,21,100,176
1000000,23,10,177
1000000,23,20,178
1000000,23,30,174
1000000,23,40,175
1000000,23,50,175
1000000,23,60,175
1000000,23,70,176
1000000,23,80,174
1000000,23,90,176
1000000,23,100,173
1000000,25,10,174
1000000,25,20,175
1000000,25,30,173
1000000,25,40,177
1000000,25,50,176
1000000,25,60,175
1000000,25,70,175
1000000,25,80,176
1000000,25,90,178
1000000,25,100,174
1000000,27,10,173
1000000,27,20,175
1000000,27,30,174
1000000,27,40,175
1000000,27,50,175
1000000,27,60,173
1000000,27,70,175
1000000,27,80,175
1000000,27,90,174
1000000,27,100,177
1000000,29,10,177
1000000,29,20,177
1000000,29,30,174
1000000,29,40,175
1000000,29,50,174
1000000,29,60,175
1000000,29,70,176
1000000,29,80,173
1000000,29,90,177
1000000,29,100,177
1000000,31,10,172
1000000,31,20,177
1000000,31,30,176
1000000,31,40,174
1000000,31,50,172
1000000,31,60,173
1000000,31,70,175
1000000,31,80,174
1000000,31,90,173
1000000,31,100,174
