100,1,10,84
100,1,20,83
100,1,30,84
100,1,40,83
100,1,50,81
100,1,60,80
100,1,70,83
100,1,80,82
100,1,90,83
100,1,100,84
100,3,10,83
100,3,20,84
100,3,30,85
100,3,40,86
100,3,50,82
100,3,60,80
100,3,70,83
100,3,80,83
100,3,90,81
100,3,100,82
100,5,10,82
100,5,20,81
100,5,30,80
100,5,40,80
100,5,50,80
100,5,60,81
100,5,70,84
100,5,80,83
100,5,90,79
100,5,100,83
100,7,10,84
100,7,20,83
100,7,30,84
100,7,40,85
100,7,50,85
100,7,60,83
100,7,70,82
100,7,80,83
100,7,90,81
100,7,100,82
100,9,10,82
100,9,20,83
100,9,30,82
100,9,40,85
100,9,50,81
100,9,60,81
100,9,70,80
100,9,80,79
100,9,90,82
100,9,100,83
100,11,10,81
100,11,20,81
100,11,30,84
100,11,40,83
100,11,50,82
100,11,60,82
100,11,70,83
100,11,80,81
100,11,90,84
100,11,100,82
100,13,10,82
100,13,20,80
100,13,30,82
100,13,40,85
100,13,50,84
100,13,60,82
100,13,70,81
100,13,80,82
100,13,90,84
100,13,100,81
100,15,10,82
100,15,20,82
100,15,30,82
100,15,40,81
100,15,50,82
100,15,60,82
100,15,70,82
100,15,80,83
100,15,90,79
100,15,100,82
100,17,10,82
100,17,20,83
100,17,30,79
100,17,40,84
100,17,50,84
100,17,60,82
100,17,70,84
100,17,80,81
100,17,90,81
100,17,100,80
100,19,10,80
100,19,20,84
100,19,30,80
100,19,40,85
100,19,50,84
100,19,60,82
100,19,70,85
100,19,80,85
100,19,90,80
100,19,100,82
100,21,10,81
100,21,20,82
100,21,30,84
100,21,40,85
100,21,50,82
100,21,60,86
100,21,70,83
100,21,80,83
100,21,90,87
100,21,100,83
100,23,10,83
100,23,20,83
100,23,30,84
100,23,40,84
100,23,50,84
100,23,60,83
100,23,70,83
100,23,80,79
100,23,90,83
100,23,100,82
100,25,10,82
100,25,20,85
100,25,30,83
100,25,40,81
100,25,50,86
100,25,60,83
100,25,70,83
100,25,80,84
100,25,90,81
100,25,100,79
100,27,10,82
100,27,20,81
100,27,30,83
100,27,40,87
100,27,50,83
100,27,60,82
100,27,70,82
100,27,80,81
100,27,90,82
100,27,100,80
100,29,10,82
100,29,20,83
100,29,30,82
100,29,40,81
100,29,50,82
100,29,60,79
100,29,70,82
100,29,80,80
100,29,90,83
100,29,100,81
100,31,10,82
100,31,20,82
100,31,30,81
100,31,40,81
100,31,50,82
100,31,60,82
100,31,70,83
100,31,80,79
100,31,90,85
100,31,100,82
10000,1,10,87
10000,1,20,86
10000,1,30,86
10000,1,40,83
10000,1,50,90
10000,1,60,86
10000,1,70,83
10000,1,80,85
10000,1,90,85
10000,1,100,87
10000,3,10,82
10000,3,20,88
10000,3,30,83
10000,3,40,83
10000,3,50,84
10000,3,60,86
10000,3,70,86
10000,3,80,87
10000,3,90,82
10000,3,100,84
10000,5,10,85
10000,5,20,87
10000,5,30,83
10000,5,40,85
10000,5,50,87
10000,5,60,85
10000,5,70,83
10000,5,80,84
10000,5,90,84
10000,5,100,81
10000,7,10,83
10000,7,20,86
10000,7,30,84
10000,7,40,82
10000,7,50,87
10000,7,60,83
10000,7,70,83
10000,7,80,87
10000,7,90,84
10000,7,100,87
10000,9,10,84
10000,9,20,87
10000,9,30,83
10000,9,40,82
10000,9,50,85
10000,9,60,82
10000,9,70,86
10000,9,80,85
10000,9,90,85
10000,9,100,86
10000,11,10,85
10000,11,20,83
10000,11,30,85
10000,11,40,85
10000,11,50,85
10000,11,60,85
10000,11,70,84
10000,11,80,84
10000,11,90,84
10000,11,100,82
10000,13,10,82
10000,13,20,85
10000,13,30,89
10000,13,40,87
10000,13,50,85
10000,13,60,85
10000,13,70,84
10000,13,80,84
10000,13,90,85
10000,13,100,85
10000,15,10,84
10000,15,20,83
10000,15,30,84
10000,15,40,86
10000,15,50,81
10000,15,60,86
10000,15,70,85
10000,15,80,84
10000,15,90,84
10000,15,100,88
10000,17,10,85
10000,17,20,82
10000,17,30,84
10000,17,40,86
10000,17,50,88
10000,17,60,85
10000,17,70,83
10000,17,80,82
10000,17,90,86
10000,17,100,86
10000,19,10,84
10000,19,20,84
10000,19,30,83
10000,19,40,86
10000,19,50,83
10000,19,60,88
10000,19,70,84
10000,19,80,82
10000,19,90,83
10000,19,100,85
10000,21,10,82
10000,21,20,85
10000,21,30,81
10000,21,40,83
10000,21,50,86
10000,21,60,83
10000,21,70,87
10000,21,80,85
10000,21,90,83
10000,21,100,88
10000,23,10,85
10000,23,20,83
10000,23,30,84
10000,23,40,86
10000,23,50,83
10000,23,60,84
10000,23,70,85
10000,23,80,86
10000,23,90,83
10000,23,100,84
10000,25,10,81
10000,25,20,82
10000,25,30,81
10000,25,40,87
10000,25,50,85
10000,25,60,85
10000,25,70,86
10000,25,80,84
10000,25,90,82
10000,25,100,85
10000,27,10,83
10000,27,20,83
10000,27,30,84
10000,27,40,84
10000,27,50,84
10000,27,60,85
10000,27,70,82
10000,27,80,82
10000,27,90,87
10000,27,100,87
10000,29,10,85
10000,29,20,84
10000,29,30,84
10000,29,40,83
10000,29,50,87
10000,29,60,85
10000,29,70,85
10000,29,80,85
10000,29,90,85
10000,29,100,85
10000,31,10,82
10000,31,20,83
10000,31,30,86
10000,31,40,82
10000,31,50,87
10000,31,60,84
10000,31,70,83
10000,31,80,80
10000,31,90,83
10000,31,100,83
1000000,1,10,280
1000000,1,20,284
1000000,1,30,284
1000000,1,40,279
1000000,1,50,283
1000000,1,60,280
1000000,1,70,282
1000000,1,80,283
1000000,1,90,283
1000000,1,100,282
1000000,3,10,194
1000000,3,20,196
1000000,3,30,195
1000000,3,40,193
1000000,3,50,199
1000000,3,60,198
1000000,3,70,196
1000000,3,80,199
1000000,3,90,198
1000000,3,100,196
1000000,5,10,186
1000000,5,20,184
1000000,5,30,185
1000000,5,40,186
1000000,5,50,186
1000000,5,60,188
1000000,5,70,186
1000000,5,80,188
1000000,5,90,186
1000000,5,100,186
1000000,7,10,177
1000000,7,20,183
1000000,7,30,186
1000000,7,40,181
1000000,7,50,184
1000000,7,60,181
1000000,7,70,180
1000000,7,80,182
1000000,7,90,183
1000000,7,100,184
1000000,9,10,180
1000000,9,20,180
1000000,9,30,180
1000000,9,40,179
1000000,9,50,181
1000000,9,60,182
1000000,9,70,181
1000000,9,80,182
1000000,9,90,180
1000000,9,100,183
1000000,11,10,178
1000000,11,20,179
1000000,11,30,177
1000000,11,40,178
1000000,11,50,178
1000000,11,60,179
1000000,11,70,179
1000000,11,80,181
1000000,11,90,180
1000000,11,100,179
1000000,13,10,175
1000000,13,20,176
